Título De La Obra;A.K.A;Estilo;Técnica;Zona Mab;Lugar De Intervención;URL Imagen;Descripción;
Sin Título;Dlc Crew;;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 59 Y 60;https://idartesencasa.gov.co/sites/default/files/2024-05/06_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Alta Costura;Mitch Blaster;Muralismo;Aerosol / Vinilo;Carrera 10 - Punto 2;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/13_CALL26_P2_CAT_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Huerta Alison;;;;Carrera 7 - Carnaval La Chica;Parque De Los Hippies - Calle 60 Con Carrera 7;https://idartesencasa.gov.co/sites/default/files/2024-05/06%20_KR7_LA_CHICA_CAT_FOTO_BAJA_OSCAR_MARTINEZ.jpg;;
Condor De Los Andes;Metro;Writing;Aerosol;Carrera 13 - Punto 1;Carrera 13 No. 65 - 01;https://idartesencasa.gov.co/sites/default/files/2023-10/24_KRA13_P1_%20CATALOGO_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Nuevo Mundo;Ars;Retrato;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 3;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/37_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Samo;Samo;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 No. 13 - 49;https://idartesencasa.gov.co/sites/default/files/2023-10/07_COLOQUIO_STENCILERO_ENTREGA_FOTO_ALTA_VICTOR_CALIXTO.jpg;;
Heavy Graff;Gruterium;Character Ilustrativo;Aerosol / Vinilo;Carrera 14 - Beca Rock Al Parque;Antonio Nariño - Calle 16 Sur - Av Caracas Costado Oriental;https://idartesencasa.gov.co/sites/default/files/2023-11/CRISTHIAN_PEREZ-3.JPG;;
Sin Título;Arz;;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/06_KR7_AGT_30_BOGOTARROS_FOTO_BAJA_ENT_JOHN_ACHIARDI.jpg;;
El Pola;Chack Morten;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/14_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Tenemos El Jazz;Robs_Oner;Mural;Aerosol / Vinilo;Carrera 13 - Beca Jazz Al Parque;Calle 22 No. 12 - 38;https://idartesencasa.gov.co/sites/default/files/2023-11/02_KR13_FJP_A.K.A_ROBS_ONER_FOTO_ALTA_JORGE_RAVELO.jpg;;
Mono Tití Cabeciblanco;Gixxy;Mural;Aerosol / Vinilo;Carrera 13 - Punto 1;Carrera 13 No. 65 - 15;https://idartesencasa.gov.co/sites/default/files/2023-10/22_KRA13_P1_%20CATALOGO_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Sin Título;Nehs (Chile);;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 59 Y 60;https://idartesencasa.gov.co/sites/default/files/2024-05/07_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Combativas;Ramona, Ang;Writing;Aerosol / Vinilo;Carrera 10 - Punto 2;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/14_CALL26_P2_CAT_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Intervención Con Cartelismo En La Fachada De La Casa Carnaval La Chica;;;;Carrera 7 - Carnaval La Chica;Casa Carnaval La Chica Calle 62 No. 9A - 28;https://idartesencasa.gov.co/sites/default/files/2024-05/07_KR7_22_SEPT_LA_CHICA_FOTO_BAJA_OSCAR_MARTINEZ.jpg;;
Nuevo Mundo;Joems;Retrato;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 3;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/38_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Emblemas;Aneb;;Muralismo;Carrera 13 - Festival Arte Al Piso;Carrera 13;https://idartesencasa.gov.co/sites/default/files/2024-01/03_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_BAJA_DAVID_PATARROYO.JPG;;
Heavy Graff;Gruterium;Character Ilustrativo;Aerosol / Vinilo;Carrera 14 - Beca Rock Al Parque;Antonio Nariño - Calle 16 Sur - Av Caracas Costado Oriental;https://idartesencasa.gov.co/sites/default/files/2023-11/CRISTHIAN_PEREZ-37.JPG;;
Ensamble De Color;Ultra;Vinilo Y Aerosol;Aerosol / Vinilo;Carrera 13 - Beca Jazz Al Parque;Carrera 13 No. 50A - 11;https://idartesencasa.gov.co/sites/default/files/2024-05/07%20DJI_0104.JPG;;
Sin Título;Magara;;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/07_KR7_AGT_30_BOGOTARROS_FOTO_BAJA_ENT_JOHN_ACHIARDI.jpg;;
Raw Artichoke;Raw Artichoke;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/09_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Lucha;Bomer;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/15_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Resiste;Silver One;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/16_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Hmed;Hmed;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/11_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Manuel H.;Dumart;;Muralismo;Carrera 13 - Festival Arte Al Piso;;https://idartesencasa.gov.co/sites/default/files/2024-01/08_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_BAJA_DAVID_PATARROYO.JPG;;
Sin Título;Ratoncio;;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 59 Y 60;https://idartesencasa.gov.co/sites/default/files/2024-05/08_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Arma De Fuego;Vinila;Writing / Ilustración;Aerosol;Carrera 10 - Punto 2;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/16_CALL26_P2_CAT_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Minga, Huerta Alison;;;;Carrera 7 - Carnaval La Chica;Parque De Los Hippies - Calle 60 Carrera 7;https://idartesencasa.gov.co/sites/default/files/2024-05/08%20_KR7_LA_CHICA_CAT_FOTO_BAJA_OSCAR_MARTINEZ.jpg;;
Nuevo Mundo;Flame;Writing / Wild Style;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 3;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/41_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Trino De Asfalto;Sywek;Writing;Aerosol;Carrera 13 - Punto 1;Carrera 13 No. 64 - 68;https://idartesencasa.gov.co/sites/default/files/2023-10/28_KRA13_P1_%20CATALOGO_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Heavy Graff;Gruterium;Character Ilustrativo;Aerosol / Vinilo;Carrera 14 - Beca Rock Al Parque;Antonio Nariño - Calle 16 Sur - Av Caracas Costado Oriental;https://idartesencasa.gov.co/sites/default/files/2023-11/CRISTHIAN_PEREZ-35.JPG;;
Ensamble De Color;Ultra;Vinilo Y Aerosol;Aerosol / Vinilo;Carrera 13 - Beca Jazz Al Parque;Carrera 13 No. 50A - 11;https://idartesencasa.gov.co/sites/default/files/2024-05/08_%20DJI_0107.jpg;;
Sin Título;Uva;;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/08_KR7_AGT_30_BOGOTARROS_FOTO_BAJA_ENT_JOHN_ACHIARDI.jpg;;
El Pola;Muho;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/05_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Sin Título;Lukas;;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/09_KR7_AGT_30_BOGOTARROS_FOTO_BAJA_ENT_JOHN_ACHIARDI.jpg;;
Igualdad;Skea / Roto;Mural / Writing;Aerosol;Carrera 13 - Punto 3;Carrera 13 No. 17 - 83;https://idartesencasa.gov.co/sites/default/files/2023-10/52_KRA13_P3_CATALOGO_FOTO_BAJA_CARLOS_ROMERO.jpg;;
El Puño De Las Almas;Mr Garpear;Graffiti Ilustrado;Aerosol / Vinilo;Carrera 14 - Beca Rock Al Parque;Calle 19 Cra 13A - Costado Norte.;https://idartesencasa.gov.co/sites/default/files/2023-11/CRISTHIAN_PEREZ-4%20%281%29.JPG;;
Nuevo Mundo;Woe;Writing / 3D;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 3;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/39_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Dani Castillo;Dani Castillo;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/16_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Biodiversidad De La Sabana;Wezconzeta;;Street Painting 3D;Carrera 13 - Festival Arte Al Piso;Carrera 13;https://idartesencasa.gov.co/sites/default/files/2024-01/10_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_BAJA_DAVID_PATARROYO.jpg;;
Calentamiento Global;Brik;Ilustración / Mural;Aerosol / Vinilo;Carrera 10 - Punto 2;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/17_CALL26_P2_CAT_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Minga, Huerta Alison;;;;Carrera 7 - Carnaval La Chica;Parque De Los Hippies - Calle 60 Carrera 7;https://idartesencasa.gov.co/sites/default/files/2024-05/09%20_KR7_LA_CHICA_CAT_FOTO_BAJA_OSCAR_MARTINEZ.jpg;;
Trino De Asfalto;Sywek;Writing;Aerosol;Carrera 13 - Punto 1;Carrera 13 No. 64 - 68;https://idartesencasa.gov.co/sites/default/files/2023-10/29_KRA13_P1_%20CATALOGO_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Hierba De Andén;Nina Takin;Ilustración;Aerosol / Vinilo;Carrera 13 - Punto 3;Carrera 13 No. 17 - 71;https://idartesencasa.gov.co/sites/default/files/2023-10/50_KRA13_P3_CATALOGO_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Sin Título;Quid Equis Mal;;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/10_KR7_AGT_30_BOGOTARROS_FOTO_BAJA_ENT_JOHN_ACHIARDI.jpg;;
Conspiro;Conspiro;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 No. 7 - 30;https://idartesencasa.gov.co/sites/default/files/2023-10/15_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
El Puño De Las Almas;Mr Garpear;Graffiti Ilustrado;Aerosol / Vinilo;Carrera 14 - Beca Rock Al Parque;Calle 19 Cra 13A - Costado Norte.;https://idartesencasa.gov.co/sites/default/files/2023-11/CRISTHIAN_PEREZ-34.JPG;;
Sin Título;Rome;;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 59 Y 60;https://idartesencasa.gov.co/sites/default/files/2024-05/10_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_DAVID_PATARROYO.JPG;;
Curanderos Sin Nombre;Nuka;;Muralismo;Carrera 13 - Festival Arte Al Piso;Carrera 13;https://idartesencasa.gov.co/sites/default/files/2024-01/12_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_BAJA_DAVID_PATARROYO.JPG;;
Rebuscando;Amm;Ilustración / Mural;Aerosol / Vinilo;Carrera 10 - Punto 2;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/18_CALL26_P2_CAT_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Taller Herbolario De Aguas Floridas El Altar De Las Hierbas;;;;Carrera 7 - Carnaval La Chica;Parque De Los Hippies - Calle 60 Carrera 7;https://idartesencasa.gov.co/sites/default/files/2024-05/10_KR7_21_SEPT_LA_CHICA_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Nuevo Mundo;Kabe;Caracter;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 3;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/40_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Resiste;Warioker;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/04_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Nuevo Mundo;Woe;Writing / 3D;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 3;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/42_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
El Resurgir De Bachué;Neam;Writing;Aerosol;Carrera 13 - Punto 1;Carrera 13 No. 64 - 68;https://idartesencasa.gov.co/sites/default/files/2023-10/30_KRA13_P1_%20CATALOGO_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Unido;Cuak;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/17_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Ivan Salazar;Ivan Salazar;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 No. 7 - 36;https://idartesencasa.gov.co/sites/default/files/2023-10/17_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Resiste Y Rebusca;Nezzer;Ilustración / Mural;Aerosol / Vinilo;Carrera 10 - Punto 2;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/15_CALL26_P2_CAT_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Sin Título;Bulkar;;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 59 Y 60;https://idartesencasa.gov.co/sites/default/files/2024-05/11_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_DAVID_PATARROYO.JPG;;
Fragmentos;Gruterium;;Muralismo;Carrera 13 - Festival Arte Al Piso;Carrera 13;https://idartesencasa.gov.co/sites/default/files/2024-01/13_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Trazos De La 13;Pekate;Writing;Aerosol;Carrera 13 - Punto 3;Carrera 13 No. 20 -18;https://idartesencasa.gov.co/sites/default/files/2023-10/04_KRA13_P3_CATALOGO_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Sin Título;Tnor, Ync (Paul, Tremor, Niq);;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/11_WEB_KRA7_BOGOTARROS_TNOR_0.jpg;;
Sin Título;Ync (Paul, Tremor, Niq);;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/12_WEB_KRA7_BOGOTARROS_YNC_0.jpg;;
Sin Título;Rezzo;Ilustración / Stencil;Aerosol;Carrera 13 - Punto 3;Carrera 13 No. 20 -08;https://idartesencasa.gov.co/sites/default/files/2023-10/06_KRA13_P3_CATALOGO_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Moqui / Lola;Moqui / Lola;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 No. 8 - 88;https://idartesencasa.gov.co/sites/default/files/2023-10/02_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Lucha;Fister;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera Décima, Calle 2;https://idartesencasa.gov.co/sites/default/files/2023-10/18_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Las Chicas;Lesly G;Mural;Aerosol / Vinilo;Carrera 13 - Punto 1;Carrera 13 - Chapinero;https://idartesencasa.gov.co/sites/default/files/2023-10/36_KRA13_P1_%20CATALOGO_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Bogotá Inspira;Mr Garek;;Muralismo;Carrera 13 - Festival Arte Al Piso;Carrera 13;https://idartesencasa.gov.co/sites/default/files/2024-01/11_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_BAJA_DAVID_PATARROYO.jpg;;
Sin Título;Deef Oksir;;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 59 Y 60;https://idartesencasa.gov.co/sites/default/files/2024-05/12_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO%20%281%29.jpg;;
Asuntos De Barrio;Zie Crix;Caracter;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 1;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/08_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Resiste;Luisa Abella, Chambon;Ilustración / Mural;Aerosol / Vinilo;Carrera 10 - Punto 2;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/21_CALL26_P2_CAT_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Trust;Trust;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/01_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Arte Y Amor;Neve;Ilustración / Stencil;Aerosol;Carrera 13 - Punto 3;Carrera 13 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/08_KRA13_P3_CATALOGO_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Sin Título;Dags;;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/13_KR7_AGT_30_BOGOTARROS_FOTO_BAJA_ENT_JOHN_ACHIARDI.jpg;;
Precolombia;Rafa Rars;;Street Painting 3D;Carrera 13 - Festival Arte Al Piso;Carrera 13;https://idartesencasa.gov.co/sites/default/files/2024-01/17_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Bruja;Witch;Writing;Aerosol;Carrera 13 - Punto 1;Carrera 13 - Chapinero;https://idartesencasa.gov.co/sites/default/files/2023-10/37_KRA13_P1_%20CATALOGO_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Mouz / Mela;Mouz, Mela;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/12_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Sin Título;Urus;;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 59 Y 60;https://idartesencasa.gov.co/sites/default/files/2024-05/13_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_DAVID_PATARROYO.JPG;;
Asuntos De Barrio;Kini;Writing / Wild Style;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 1;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/09_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Zie Crix;;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/14_KR7_AGT_30_BOGOTARROS_FOTO_BAJA_ENT_JOHN_ACHIARDI.jpg;;
Sueña;Sueña;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/03_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Portal Andino;Alfabeto;;Muralismo;Carrera 13 - Festival Arte Al Piso;Carrera 13;https://idartesencasa.gov.co/sites/default/files/2024-01/18_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Mesk;Mesk;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/11_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Matices De Ciudad;Laura Marcela Ojeda Álvarez;Mural;Vinilo;Carrera 13 - Punto 1;Carrera 13 - Chapinero;https://idartesencasa.gov.co/sites/default/files/2023-10/38_KRA13_P1_%20CATALOGO_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Amor;Nada Vac;Mural;Aerosol;Carrera 13 - Punto 3;Carrera 13 No. 19 - 55;https://idartesencasa.gov.co/sites/default/files/2023-10/19_KRA13_P3_CATALOGO_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Sin Título;Hera (Alemania);;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 59 Y 60;https://idartesencasa.gov.co/sites/default/files/2024-05/14_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Asuntos De Barrio;Mr Jeres;Writing / 3D;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 1;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/10_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Sin Título;Ojos Grises & Chanate;;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 57 Y 58;https://idartesencasa.gov.co/sites/default/files/2024-05/15_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Asuntos De Barrio;Lend;Caracter + Caligrafía;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 1;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/11_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
La Pola;Trazo Graffiti - Maick One - Jeic;;Muralismo;Carrera 13 - Festival Arte Al Piso;Carrera 13;https://idartesencasa.gov.co/sites/default/files/2024-01/14_15_16_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_ALTA_DAVID_PATARROYO.JPG;;
Monikxx;Monkxx;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/13_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
El Pola;Distópico;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/08_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Sin Título;Sdr;;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/15_KR7_AGT_30_BOGOTARROS_FOTO_BAJA_ENT_JOHN_ACHIARDI.jpg;;
Mistic Bird;Haley;Mural;Aerosol;Carrera 13 - Punto 3;Carrera 13 No. 19 - 59;https://idartesencasa.gov.co/sites/default/files/2023-10/17_KRA13_P3_CATALOGO_FOTO_BAJA_CARLOS_ROMERO.jpg;;
Las Chicas;Lesly G;Mural;Aerosol / Vinilo;Carrera 13 - Punto 1;Carrera 13 - Chapinero;https://idartesencasa.gov.co/sites/default/files/2023-10/39_KRA13_P1_%20CATALOGO_FOTO_BAJA_JOHN_ACHIARDI.jpg;;
Sin Título;Aecrew;;;Carrera 13 - Vii Festival Paseo Del Color;Carrera 13 Entre Calles 57 Y 58;https://idartesencasa.gov.co/sites/default/files/2024-05/16_KR13_FAU_PASEO_DEL_COLOR_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Asuntos De Barrio;Drec;Writing / Wild Style;Aerosol / Vinilo;Carrera 14 - Punto 1 - Tramo 1;Carrera 14 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/12_KR14_P1_CAT_FOTO_BAJA_CRISTHIAN_PEREZ.jpg;;
Lesivo;Lesivo;Stencil;Aerosol / Vinilo;Carrera 10 - Festival Urbano Coloquio Stencilero;Carrera 10 No. 8 - 46;https://idartesencasa.gov.co/sites/default/files/2023-10/04_COLOQUIO_STENCILERO_ENTREGA_FOTO_BAJA_VICTOR_CALIXTO.jpg;;
Sin Título;Chamiart;;;Carrera 7 - Galería Santa Fest 3.0;Carrera 7 Entre Calles 18 Y 24;https://idartesencasa.gov.co/sites/default/files/2024-05/16_KR7_AGT_30_BOGOTARROS_FOTO_BAJA_ENT_JOHN_ACHIARDI.jpg;;
Alter Ego;Kham;;Muralismo;Carrera 13 - Festival Arte Al Piso;Carrera 13;https://idartesencasa.gov.co/sites/default/files/2024-01/19_KR13_FAU_ARTE_AL_PISO_ENTREGAS_FOTO_BAJA_ALEJANDRO_LOZANO.jpg;;
Intuición E Instinto;Lucky Rabbit;Stencil;Aerosol;Carrera 13 - Punto 3;Carrera 13. - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/14_KRA13_P3_CATALOGO_FOTO_BAJA_CARLOS_ROMERO.jpg;;
El Pola;Weks;Writing;Aerosol / Vinilo;Carrera 10 - Festival Urbano Pura Escritura;Carrera 10 - Centro;https://idartesencasa.gov.co/sites/default/files/2023-10/03_PURA_ESCRITURA_ENTREGA_FOTO_BAJA_CARLOS_ROMERO.jpg;;
